   1.0000000474974513E-003   0.0000000000000000        0.0000000000000000       -9.8000001907348633     
   2.0000000949949026E-003 -0.21263623506799390       0.60304345185263242       -10.053410200290388     
   3.0000001424923539E-003 -0.15504124868370503       0.60300477978604716       -9.9846529753089079     
   4.0000001899898052E-003 -0.15502909341743992       0.60295885453616727       -9.9845203154332385     
   5.0000002374872565E-003 -0.15501733859674333       0.60291313620160258       -9.9843881492463566     
   6.0000002849847078E-003 -0.15500558911912207       0.60286743863986225       -9.9842560059081080     
   7.0000003324821591E-003 -0.15499384498199986       0.60282176184906955       -9.9841238854036050     
   8.0000003799796104E-003 -0.15498210618575961       0.60277610583071350       -9.9839917877214859     
   9.0000004274770617E-003 -0.15497037273078396       0.60273047058628304       -9.9838597128503856     
   1.0000000474974513E-002 -0.15495864461745548       0.60268485611726563       -9.9837276607789391     
   1.1000000522471964E-002 -0.15494692184615641       0.60263926242514820       -9.9835956314957777     
   1.2000000569969416E-002 -0.15493520441726888       0.60259368951141656       -9.9834636249895343     
   1.3000000617466867E-002 -0.15492349233117483       0.60254813737755586       -9.9833316412488387     
   1.4000000664964318E-002 -0.15491178558825547       0.60250260602504957       -9.9831996802623149     
   1.5000000712461770E-002 -0.15490008418889215       0.60245709545538073       -9.9830677420185889     
   1.6000000759959221E-002 -0.15488838813346600       0.60241160567003182       -9.9829358265062869     
   1.7000000807456672E-002 -0.15487669742235774       0.60236613667048344       -9.9828039337140293     
   1.8000000854954123E-002 -0.15486501205594819       0.60232068845821607       -9.9826720636304369     
   1.9000000902451575E-002 -0.15485333203461743       0.60227526103470852       -9.9825402162441250     
   2.0000000949949026E-002 -0.15484165735874536       0.60222985440143872       -9.9824083915437107     
   2.1000000997446477E-002 -0.15482998802871198       0.60218446855988494       -9.9822765895178129     
   2.2000001044943929E-002 -0.15481832404489684       0.60213910351152300       -9.9821448101550398     
   2.3000001092441380E-002 -0.15480666540767951       0.60209375925782826       -9.9820130534440050     
   2.4000001139938831E-002 -0.15479501211743918       0.60204843580027478       -9.9818813193733149     
   2.5000001187436283E-002 -0.15478336417455457       0.60200313314033604       -9.9817496079315795     
   2.6000001234933734E-002 -0.15477172157940389       0.60195785127948498       -9.9816179191074017     
   2.7000001282431185E-002 -0.15476008433236565       0.60191259021919241       -9.9814862528893880     
   2.8000001329928637E-002 -0.15474845243381824       0.60186734996092939       -9.9813546092661376     
   2.9000001377426088E-002 -0.15473682588413898       0.60182213050616518       -9.9812229882262518     
   3.0000001424923539E-002 -0.15472520468370560       0.60177693185636805       -9.9810913897583298     
   3.1000001472420990E-002 -0.15471358883289577       0.60173175401300583       -9.9809598138509639     
   3.2000001519918442E-002 -0.15470197833208615       0.60168659697754523       -9.9808282604927534     
   3.3000001567415893E-002 -0.15469037318165357       0.60164146075145186       -9.9806967296722906     
   3.4000001614913344E-002 -0.15467877338197483       0.60159634533619044       -9.9805652213781642     
   3.5000001662410796E-002 -0.15466717893342655       0.60155125073322480       -9.9804337355989663     
   3.6000001709908247E-002 -0.15465558983638480       0.60150617694401787       -9.9803022723232839     
   3.7000001757405698E-002 -0.15464400609122503       0.60146112397003160       -9.9801708315397040     
   3.8000001804903150E-002 -0.15463242769832294       0.60141609181272582       -9.9800394132368062     
   3.9000001852400601E-002 -0.15462085465805384       0.60137108047356069       -9.9799080174031740     
   4.0000001899898052E-002 -0.15460928697079288       0.60132608995399539       -9.9797766440273907     
   4.1000001947395504E-002 -0.15459772463691435       0.60128112025548719       -9.9796452930980308     
   4.2000001994892955E-002 -0.15458616765679353       0.60123617137949326       -9.9795139646036723     
   4.3000002042390406E-002 -0.15457461603080541       0.60119124332746965       -9.9793826585328915     
   4.4000002089887857E-002 -0.15456306975932263       0.60114633610087087       -9.9792513748742593     
   4.5000002137385309E-002 -0.15455152884271933       0.60110144970115087       -9.9791201136163501     
   4.6000002184882760E-002 -0.15453999328136950       0.60105658412976326       -9.9789888747477313     
   4.7000002232380211E-002 -0.15452846307564594       0.60101173938815922       -9.9788576582569721     
   4.8000002279877663E-002 -0.15451693822592208       0.60096691547779002       -9.9787264641326363     
   4.9000002327375114E-002 -0.15450541873257098       0.60092211240010518       -9.9785952923632895     
   5.0000002374872565E-002 -0.15449390459596496       0.60087733015655398       -9.9784641429374936     
   5.1000002422370017E-002 -0.15448239581647583       0.60083256874858426       -9.9783330158438091     
   5.2000002469867468E-002 -0.15447089239447598       0.60078782817764276       -9.9782019110707942     
   5.3000002517364919E-002 -0.15445939433033765       0.60074310844517609       -9.9780708286070077     
   5.4000002564862370E-002 -0.15444790162443203       0.60069840955262899       -9.9779397684410043     
   5.5000002612359822E-002 -0.15443641427712990       0.60065373150144485       -9.9778087305613354     
   5.6000002659857273E-002 -0.15442493228880261       0.60060907429306654       -9.9776777149565525     
   5.7000002707354724E-002 -0.15441345565982137       0.60056443792893666       -9.9775467216152069     
   5.8000002754852176E-002 -0.15440198439055647       0.60051982241049640       -9.9774157505258483     
